год,Дата,Месяц,Название,Формат,Тег (курс),Линейка,Подписчики,Охват Факт,Расход,CPC,СTR,Визиты Факт,С1 Факт,Заявки Факт,С2 Факт,Оплаты Факт,Доход,CPL,ROMI,Ссылка на размещение,,,
2021,29.01.2021,январь,InvestFuture,Интеграция,SDA,аналитика,665 000,125 000,р.135 000,р.284,"0,38%",476,"4,83%",23,"4,3%",1,1,р.5 870,-70%,https://www.youtube.com/watch?v=3QLj8MI86dk&t=21s,,,
2021,29.01.2021,январь,Асафьев,Интеграция,QAP,Кодинг,933 000,320 879,р.150 000,р.380,"0,12%",395,"3,80%",15,"26,7%",4,3,р.10 000,15%,https://youtu.be/zw699czGZUM,,,
2021,01.02.2021,февраль,Chuck Review,Интеграция,DSPR,Data Science,1 150 000,620 000,р.180 000,р.296,"0,10%",608,"2,14%",13,"7,7%",1,2,р.13 846,-45%,https://www.youtube.com/watch?v=lT-EbiLFch0,,,
2021,01.02.2021,февраль,Loony,Интеграция,HACKER,Кодинг,484 000,436 026,р.180 000,р.390,"0,11%",461,"1,95%",9,"22,2%",2,3,р.20 000,-13%,https://www.youtube.com/watch?v=p2sv3YtopAs,,,
2021,03.02.2021,февраль,КикОбзор,Интеграция,HACKER,Кодинг,994 000,177 601,р.50 000,р.161,"0,17%",310,"5,48%",17,"5,9%",1,2,р.2 941,62%,https://www.youtube.com/watch?v=jXwIG24rwNc,,,
2021,03.02.2021,февраль,Дмитрий Пучков,Интеграция,DSPR,Data Science,2 130 000,470 000,р.86 000,р.68,"0,27%",1 260,"5,79%",73,"4,1%",3,5,р.1 178,286%,https://www.youtube.com/watch?v=YTfQeKaSb5w,,,
2021,04.02.2021,февраль,Руслан Усачев,Интеграция,MOTION,Дизайн,2 440 000,1 000 000,р.704 000,р.199,"0,35%",3 532,"2,46%",87,"17,2%",15,8,р.8 092,65%,https://youtu.be/c0NQrDDf0kc?t=17,,,
2021,07.02.2021,февраль,Асафьев Жизнь,Интеграция,FPW,Кодинг,223 000,229 608,р.100 000,р.538,"0,08%",186,"4,30%",8,"25,0%",2,3,р.12 500,20%,https://youtu.be/OPNSN2Bh8Vs,,,
2021,09.02.2021,февраль,tnull vk,Пост ВК,ALGO,Кодинг,304 500,28 000,р.16 000,р.333,"0,17%",48,"0,00%",0,#DIV/0!,0,0,#DIV/0!,-100%,https://vk.com/wall-72495085_1207489,,,
2021,09.02.2021,февраль,PRO роботов,Интеграция,JAVA,Кодинг,122 000,39 263,р.19 000,р.396,"0,12%",48,"2,08%",1,"0,0%",0,0,р.19 000,-100%,https://youtu.be/mzxq44AkqGQ,,,
2021,09.02.2021,февраль,Юзефович,Интеграция,QAP,Кодинг,24 800,136 294,р.80 000,р.988,"0,06%",81,"0,00%",0,#DIV/0!,0,0,#DIV/0!,-100%,https://youtu.be/4OLzzrq5L3g,,,
2021,10.02.2021,февраль,Асафьев Жизнь,Интеграция,GO,Кодинг,223 000,233 796,р.100 000,р.16 667,"0,00%",6,"133,33%",8,"37,5%",3,4,р.12 500,138%,https://youtu.be/hpcRDhEZNag,,,
2021,11.02.2021,февраль,Еще не Познер,Интеграция,SDA,аналитика,405 000,334 000,р.300 000,р.446,"0,20%",672,"2,83%",19,"10,5%",2,3,р.15 789,-66%,https://www.youtube.com/watch?v=paHuy5IidzY&t=2s,,,
2021,14.02.2021,февраль,Столица Мира,Интеграция,hacker,Кодинг,644 000,115 248,р.60 000,р.103,"0,50%",580,"4,14%",24,"12,5%",3,4,р.2 500,275%,https://www.youtube.com/watch?v=yVmsT18u6X4,,,
2021,14.02.2021,февраль,Максим Кац,Интеграция,PD2,менеджмент,734 000,159 000,р.90 000,р.265,"0,21%",339,"8,55%",29,"31,0%",9,5,р.3 103,302%,https://www.youtube.com/watch?v=ad52LwEWrIs,,,
2021,14.02.2021,февраль,Асафьев Жизнь,Интеграция,линейка кодинга,Кодинг,223 000,231226,р.100 000,р.347,"0,12%",288,"6,60%",19,"42,1%",8,6,р.5 263,328%,https://youtu.be/IPog1kPPZoM,,,
2021,14.02.2021,февраль,Nellifornication,Интеграция,QAP,Кодинг,513 000,303 115,р.207 230,р.82,"0,83%",2 519,"7,38%",186,"7,5%",14,7,р.1 114,236%,https://youtu.be/vUrAEC5uaik,,,
2021,14.02.2021,февраль,Редакция,Интеграция,DSPR,data science,1 940 000,1 200 000,р.700 000,р.467,"0,13%",1 500,"4,40%",66,"10,6%",7,7,р.10 606,25%,https://www.youtube.com/watch?v=6D2I-WdTWp0&t=734s,,,
2021,15.02.2021,февраль,Максим Кац,Интеграция,ANDR,Кодинг,735 000,130 029,р.123 500,р.748,"0,13%",165,"4,24%",7,"14,3%",1,2,р.17 643,-49%,https://youtu.be/nL6zqDWrGig?t=443,,,
2021,15.02.2021,февраль,Артур Шарифов,Интеграция,FPW,Кодинг,1 450 000,515 748,р.365 500,р.617,"0,11%",592,"0,84%",5,"0,0%",0,0,р.73 100,-100%,https://www.youtube.com/watch?v=ihn4rlOmhPQ,,,
2021,16.02.2021,февраль,Pingvinus,Интеграция,ADMIN,Кодинг,46 600,24 089,р.10 000,р.31,"1,32%",319,"4,39%",14,"14,3%",2,3,р.714,1220%,https://youtu.be/6dkwA28Cn58,,,
2021,16.02.2021,февраль,Света Экономи,Интеграция,PD2,менеджмент,109 000,10 000,р.21 200,р.286,"0,74%",74,"1,35%",1,"0,0%",0,0,,,https://www.youtube.com/watch?v=hjjw3WbsyZc,,,
2021,18.02.2021,февраль,BROADAXE,Интеграция,FPW,Кодинг,109 000,38 647,р.22 000,р.667,"0,09%",33,"0,00%",0,#DIV/0!,0,0,#DIV/0!,-100%,https://youtu.be/hM-5yuANHX8?t=158,,,
2021,18.02.2021,февраль,КикОбзор,Интеграция,линейка кодинга,Кодинг,997 000,159 321,р.50 000,р.203,"0,15%",246,"1,63%",4,"0,0%",0,0,р.12 500,-100%,https://www.youtube.com/watch?v=5zagy3WRWas,,,
2021,18.02.2021,февраль,Солопова Алина,Интеграция,PDPR2,менеджмент,1 190 000,112 000,р.90 000,р.170,"0,47%",529,"3,97%",21,"0,0%",0,0,,,https://www.youtube.com/watch?v=YAU-VJp_g2E,,,
2021,19.02.2021,февраль,Кузница Велунда,Интеграция,GAMEDEV,Кодинг,57 900,22 418,р.40 000,р.227,"0,79%",176,"0,00%",0,#DIV/0!,0,0,#DIV/0!,-100%,https://youtu.be/85k5s6LBB2Y,,,
2021,20.02.2021,февраль,Пучков,Интеграция,линейка кодинга,Кодинг,2 160 000,176 118,р.86 000,р.118,"0,41%",729,"1,10%",8,"50,0%",4,4,р.10 750,141%,https://www.youtube.com/watch?v=3Oto1e9jRo8&feature=youtu.be,,,
2021,20.02.2021,февраль,Максим Кац,Интеграция,DST,data science,738 000,140 000,р.123 500,р.1 133,"0,08%",109,"6,42%",7,"0,0%",0,0,,,https://www.youtube.com/watch?v=c6iE8wyVwuQ&t=553s,,,
2021,20.02.2021,февраль,Seventeenine,Интеграция,ALL,Дизайн,204 000,74 000,р.75 600,р.144,"0,71%",525,"2,10%",11,"27,3%",3,2,р.6 873,65%,https://youtu.be/aY33RID-86A?t=494,,,
2021,21.02.2021,февраль,Варламов,Интеграция,DSPR,data science,1 950 000,740 000,р.570 000,р.1 002,"0,08%",569,"3,69%",21,"23,8%",5,6,р.27 143,-17%,https://youtu.be/FCJQOHsI8mg?t=2200,,,
2021,22.02.2021,февраль,Хауди Хо,Интеграция,ALL,Дизайн,1 180 000,198 700,р.132 000,р.203,"0,33%",651,"1,54%",10,"0,0%",0,0,,,https://youtu.be/SeAZp5Qfbio?t=199,,,
2021,22.02.2021,февраль,Побединский,Интеграция,SDA,аналитика,998 888,423 000,р.280 000,р.350,"0,19%",801,"5,87%",47,"14,9%",7,5,р.5 957,30%,https://youtu.be/gR54S9qalXU?t=214,,,
2021,25.02.2021,февраль,Overbafer1,Интеграция,HACKER,Кодинг,1 150 000,102 500,р.135 000,р.265,"0,50%",509,"0,00%",0,#DIV/0!,0,0,#DIV/0!,-100%,https://www.youtube.com/watch?v=yw1WxuT3lM8&feature=youtu.be,,,
2021,26.02.2021,февраль,Пучков,Интеграция,HACKER,Кодинг,2 160 000,242 800,р.86 000,р.103,"0,34%",834,"3,72%",31,"32,3%",10,7,р.2 774,723%,https://www.youtube.com/watch?t=591&v=bPfnOGeaA0I&feature=youtu.be,,,
2021,26.02.2021,февраль,Максим Кац,Интеграция,QAP,Кодинг,740000,139 000,р.95 000,р.373,"0,18%",255,"5,88%",15,"33,3%",5,4,р.6 333,154%,https://www.youtube.com/watch?t=225&v=LAFGvZ-OI6k&feature=youtu.be,,,
2021,27.02.2021,февраль,Uncle Shurik,Интеграция,MEDIA,Дизайн,144000,54 031,р.38 500,р.72,"0,98%",532,"0,94%",5,"40,0%",2,2,р.7 700,269%,https://youtu.be/E9taD13-6n8?t=343,,,
2021,27.02.2021,февраль,Vectozavr,Интеграция,GAMEDEV,Кодинг,121 000,10 400,р.86 000,р.1 036,"0,80%",83,"1,20%",1,"0,0%",0,0,р.86 000,-100%,https://www.youtube.com/watch?v=bJ1KKV6AVkw#t=02m36s,,,
2021,27.02.2021,февраль,Эйдельман,Интеграция,SDA,аналитика,157 000,240 000,р.95 000,р.156,"0,25%",609,"2,63%",16,"6,3%",1,1,р.5 938,-48%,https://youtu.be/hG1WS_Lq5zI?t=103,,,
2021,27.02.2021,февраль,Асафьев ,Интеграция,PDPR2,менеджмент,952 000,450 000,р.200 000,р.556,"0,08%",360,"1,94%",7,"14,3%",1,2,р.28 571,,https://www.youtube.com/watch?v=XOoFcdsVzR8,,,
2021,27.02.2021,февраль,Сut the Crab,Интеграция,PL,менеджмент,1 530 000,300 000,р.274 194,р.768,"0,12%",357,"7,56%",27,"22,2%",6,5,р.10 155,17%,https://www.youtube.com/watch?v=TiKo46pbGq8,,,
2021,28.02.2021,февраль,Асафьев2,Интеграция,PWS,Кодинг,226 000,191 600,р.70 000,р.551,"0,07%",127,"3,94%",5,"20,0%",1,1,р.14 000,-29%,https://www.youtube.com/watch?v=Tph2jlwfvC4#t=02m28s,,,
2021,28.02.2021,февраль,Redroom,Интеграция,PWS,Кодинг,493 000,217 400,р.70 000,р.483,"0,07%",145,"0,00%",0,#DIV/0!,0,0,#DIV/0!,-100%,https://youtu.be/E3ROM9sXTt8,,,
2021,28.02.2021,февраль,Максим Кац,Интеграция,MU,маркетинг,741 000,128 000,р.95 000,р.466,"0,16%",204,"3,43%",7,"71,4%",5,2,р.13 571,-17%,https://www.youtube.com/watch?v=xqjeAWfojW4,,,
2021,01.03.2021,февраль,Книжный Клуб ,Интеграция,GRAPH,Дизайн,815000,376 000,р.300 000,р.4 615,"0,02%",65,"33,85%",22,"9,1%",2,2,р.13 636,-50%,https://youtu.be/Lf-qzpk_dj0?t=530,,,
2021,03.03.2021,март,Неновости,Интеграция,HACKER,Кодинг,458 000,64 037,р.36 000,р.330,"0,17%",109,"2,75%",3,"0,0%",0,0,р.12 000,-100%,https://www.youtube.com/watch?v=oMkSqsEzKSs#t=01m50s,,,
2021,03.03.2021,март,КикОбзор,Интеграция,PWS,Кодинг,999 000,202 000,р.50 000,р.217,"0,11%",230,"4,35%",10,"10,0%",1,0,р.5 000,-100%,https://www.youtube.com/watch?v=8WnyDk3obs4#t=00m29s,,,
2021,03.03.2021,март,Асафьев2,Интеграция,QAP,Кодинг,226 000,227 600,р.100 000,р.625,"0,07%",160,"4,38%",7,"42,9%",3,3,р.14 286,34%,https://www.youtube.com/watch?v=65u54FUlsHM&feature=youtu.be#t=08m51s,,,
2021,04.03.2021,март,Pingvinus,Интеграция,ADMIN,Кодинг,47 400,19 600,р.10 000,р.41,"1,23%",242,"4,13%",10,"0,0%",0,0,р.1 000,-100%,https://www.youtube.com/watch?v=gT8E5LavKc0#t=00m08s,,,
2021,04.03.2021,март,Касе Гасанов ,Интеграция,ALL,Дизайн,495 000,110 000,р.129 050,,,,,,#DIV/0!,0,0,,,https://youtu.be/8oDU_n3pFj8?t=357,,,
2021,05.03.2021,март,Кузница Велунда,Интеграция,GAMEDEV,Кодинг,57 900,37 000,р.0,р.0,"0,21%",76,"0,00%",0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,https://www.youtube.com/watch?v=3JmN14TTdgg#t=02m38s,,,
2021,05.03.2021,март,Владимир Чайкин,Интеграция,HACKER,Кодинг,108 000,11 100,р.6 300,р.88,"0,65%",72,"0,00%",0,#DIV/0!,0,0,#DIV/0!,-100%,https://www.youtube.com/watch?v=PRoVLOmMehg#t=03m24s,,,
2021,05.03.2021,март,NetStalkers,Интеграция,HACKER,Кодинг,781 000,170 000,р.165 000,р.250,"0,39%",661,"4,39%",29,"6,9%",2,3,р.5 690,-6%,https://www.youtube.com/watch?v=yA8fpLgjSAA#t=05m34s,,,
2021,09.03.2021,март,Toasted Team,Интеграция,GAMEDEV,Кодинг,163 000,80 000,р.45 000,р.128,"0,44%",351,"2,85%",10,"0,0%",0,0,р.4 500,-100%,https://www.youtube.com/watch?v=779yyA0DE7g01m20s,,,
2021,09.03.2021,март,Денис Чужой,Интеграция,DSPR,data science,175 000,75 000,р.53 000,р.381,"0,19%",139,"4,32%",6,"16,7%",1,3,р.8 833,174%,https://www.youtube.com/watch?v=ao0UaVanv1Q,,,
2021,10.03.2021,март,КикОбзор,Интеграция,QAP,Кодинг,999 000,111 200,р.50 000,р.190,"0,24%",263,"5,70%",15,"0,0%",0,0,р.3 333,-100%,https://www.youtube.com/watch?v=CPle80dV4vA#t=00m26s,,,
2021,10.03.2021,март,Столица Мира,Интеграция,QAP,Кодинг,644 000,83 300,р.70 000,р.97,"0,86%",719,"4,31%",31,"29,0%",9,6,р.2 258,599%,https://www.youtube.com/watch?v=1mtaEk-k-eo#t=02m12s,,,
2021,10.03.2021,март,Nellifornication,Интеграция,HACKER,Кодинг,513 000,122 000,р.200 000,р.399,"0,41%",501,"2,40%",12,"8,3%",1,2,р.16 667,-55%,https://www.youtube.com/watch?app=desktop&v=D-fymRtK5tQ&feature=youtu.be#t=03m27s,,,
2021,11.03.2021,март,Кшиштовский,Интеграция,DSPR,data science,556 000,215 000,р.204 301,р.64,"1,50%",3 215,"0,37%",12,"16,7%",2,3,р.17 025,-29%,https://www.youtube.com/watch?v=oxgTyky8Zbk&t=35s,,,
2021,12.03.2021,март,Хауди Хо,Интеграция,FPW,Кодинг,1 180 000,156 000,р.100 000,р.158,"0,40%",631,"6,66%",42,"9,5%",4,4,р.2 381,178%,https://www.youtube.com/watch?v=CJYBSXCFxig#t=05m00s,,,
2021,13.03.2021,март,Мария Дробушевская ,Интеграция,MOTION,Дизайн,151 000,25 000,р.17 800,#DIV/0!,,,,,#DIV/0!,0,0,,,https://youtu.be/OUm9qt6pisg?t=234,,,
2021,14.03.2021,март,kramartyTV,Интеграция,MEDIA,Дизайн,180 000,120 000,р.19 000,р.33,"0,47%",568,"5,28%",30,"6,7%",2,2,р.633,847%,https://youtu.be/ijrfh4qQmpY?t=66,,,
2021,15.03.2021,март,RIMPAC,Интеграция,GAMEDEV,Кодинг,320 000,26 000,р.15 000,р.100,"0,58%",150,"6,67%",10,"10,0%",1,3,р.1 500,620%,https://www.youtube.com/watch?v=iA-qqJFOTtE#t=00m10s,,,
2021,15.03.2021,март,Асафьев Жизнь,Интеграция,FPW,Кодинг,226 000,232 000,р.100 000,р.515,"0,08%",194,"5,15%",10,"30,0%",3,5,р.10 000,221%,https://www.youtube.com/watch?v=N3C1ohNl8cw#t=08m20s,,,
2021,16.03.2021,март,Geexy,Интеграция,GRAPH,Дизайн,464 000,20 678,р.22 600,,,,,,#DIV/0!,0,0,,,https://youtu.be/1KJ7Nyxpg-k?t=222,,,
2021,16.03.2021,март,notebook-31,Интеграция,FPW,Кодинг,431 000,458 000,р.30 000,р.57,"0,12%",528,"2,65%",14,"0,0%",0,0,р.2 143,-100%,https://www.youtube.com/watch?v=mb2JxYopBts#t=00m45s,,,
2021,16.03.2021,март,Редрум,Интеграция,DSPR,Data science,502 000,208 000,р.165 000,р.260,"0,31%",635,"3,78%",24,"12,5%",3,4,р.6 875,48%,https://www.youtube.com/watch?v=qfUV-sjvUdE,,,
2021,18.03.2021,март,Pingvinus,Интеграция,ADMIN,Кодинг,46 600,23 000,р.10 000,р.47,"0,92%",212,"2,83%",6,"0,0%",0,0,р.1 667,-100%,https://www.youtube.com/watch?v=eRcEkiPdCgc#t=00m12s,,,
2021,18.03.2021,март,КикОбзор,Интеграция,SA,Менеджмент,1 000 000,100 000,р.50 000,р.510,"0,10%",98,"4,08%",4,"25,0%",1,1,р.12 500,-12%,https://www.youtube.com/watch?v=IrtvkgxcPsc,,,
2021,19.03.2021,март,IT на диване,Интеграция,FPW,Кодинг,13 500,46 000,р.7 500,р.18,"0,90%",415,"1,69%",7,"0,0%",0,0,р.1 071,-100%,https://www.youtube.com/watch?v=UzUwIbqE6pE&t=10s#t=1m45s,,,
2021,19.03.2021,март,Территория Дома,Интеграция,INT,Дизайн,,,р.60 000,,,,,,#DIV/0!,0,0,,,https://youtu.be/GLysBKk89WM?t=370,,,
2021,19.03.2021,март,ЖЗЛ,Интеграция,SA,Менеджмент,90 000,91 000,р.90 000,р.1 000,"0,10%",90,"1,11%",1,"0,0%",0,0,,,https://www.youtube.com/watch?v=zlkdP70-6Ig,,,
2021,19.03.2021,март,Тори,Интеграция,ALL,Дизайн,,,р.106 000,,,,,,#DIV/0!,0,0,,,https://youtu.be/dlssn3pIwNM?t=63,,,
2021,19.03.2021,март,космос просто,Интеграция,FPW,Кодинг,499 000,171 000,р.145 000,р.948,"0,09%",153,"3,27%",5,"0,0%",0,0,р.29 000,-100%,https://www.youtube.com/watch?v=YL8RapSYJoM#t=01m24s,,,
2021,22.03.2021,март,Клим Жуков,Интеграция,HACKER,Кодинг,281 000,54 000,р.64 200,р.318,"0,37%",202,"1,98%",4,"0,0%",0,0,р.16 050,-100%,https://www.youtube.com/watch?v=evzT57XR0_M#t=00m30s,,,
2021,22.03.2021,март,Асафьев Стас,Интеграция,линейка кодинга,Кодинг,972 000,430 000,р.200 000,р.529,"0,09%",378,"3,17%",12,"33,3%",4,4,р.16 667,12%,https://www.youtube.com/watch?v=WW-5HQQc7Rw#t=01m40s,,,
2021,23.03.2021,март,ITGap,Интеграция,FPW,Кодинг,,269,р.3 000,р.333,"3,35%",9,"0,00%",,#DIV/0!,0,0,#DIV/0!,-100%,https://www.youtube.com/watch?v=YPG2M7uR48w#t=03m39s,,,
2021,23.03.2021,март,Мефисто,Интеграция,DST,Data science,210 000,198 000,р.55 000,р.362,"0,08%",152,"1,32%",2,"0,0%",0,0,,,https://www.youtube.com/watch?app=desktop&v=aknMqIZ0d4o,,,
2021,23.03.2021,март,Артемий Лебедев,Интеграция,DST,Data science,546 000,453 000,р.315 000,р.592,"0,12%",532,"3,95%",21,"4,8%",1,2,р.15 000,-79%,https://www.youtube.com/watch?v=Fy5XkuTjoU4&t=1195s,,,
2021,24.03.2021,март,InvestFuture,Интеграция,SDA,analytics,731 000,100 000,р.130 000,р.264,"0,49%",492,"3,66%",18,"11,1%",2,3,р.7 222,39%,https://www.youtube.com/watch?v=koC--T-QA2M,,,
2021,25.03.2021,март,Русские Норм,Интеграция,DST,Data science,262 000,109 000,р.350 000,р.2 083,"0,15%",168,"2,98%",5,"0,0%",0,0,,,https://youtu.be/oXxifcSrYIE?t=550,,,
2021,26.03.2021,март,Другая История,Интеграция,SDA,analytics,603 000,198 000,р.30 000,р.103,"0,15%",290,"6,55%",19,"5,3%",1,1,р.1 579,61%,https://www.youtube.com/watch?v=FrPdEHckXE8,,,
2021,26.03.2021,март,Onigiri,Интеграция,GAMEDEV,Кодинг,151 000,27 000,р.40 000,р.190,"0,78%",210,"0,00%",,#DIV/0!,0,0,#DIV/0!,-100%,https://www.youtube.com/watch?v=jKjbeWHujV0,,,
2021,26.03.2021,март,Могилко,Интеграция,SDA,analytics,1 320 000,40 000,р.345 000,р.1 590,"0,54%",217,"5,07%",11,"0,0%",0,0,,-100%,https://youtu.be/ybcXITY7f0o?t=514,,,
2021,28.03.2021,март,EdvardWolf,Интеграция,GAMEDEV,Кодинг,207 000,144 000,р.99 000,р.262,"0,26%",378,"0,00%",,#DIV/0!,0,0,#DIV/0!,-100%,https://www.youtube.com/watch?v=X3s5qHumWhY#t=01m45s,,,
2021,28.03.2021,март,My Gap,Интеграция,DST,Data science,883 000,270 000,р.250 000,р.303,"0,31%",824,"4,61%",38,"7,9%",3,3,р.6 579,-26%,https://www.youtube.com/watch?v=OVEa0CM5u7Q,,,
2021,30.03.2021,март,Алексей Шевцов,Интеграция,линейка кодинга,Кодинг,1 870 000,688 700,р.570 000,р.408,"0,20%",1 398,"14,88%",208,"0,0%",0,0,р.2 740,-100%,https://www.youtube.com/watch?v=EEt6Jpm8Rbg#t=05m47s,,,
2021,31.03.2021,март,Pingvinus,Интеграция,ADMIN,Кодинг,46 000,24 000,р.10 000,р.38,"1,11%",266,"0,00%",,#DIV/0!,4,0,#DIV/0!,-100%,https://www.youtube.com/watch?v=j5Md2HPay94#t=00m12s,,,
2021,01.04.2021,апрель,Боевые Ботаники ,Интеграция,SDA,analytics,684 000,87 694,р.30 000,р.128,"0,27%",235,"2,13%",5,"0,0%",,0,р.6 000,-100%,https://youtu.be/7_8PlME_IHE?t=546,,,bobo
2021,01.04.2021,апрель,Пучков,Интеграция,FPW,Кодинг,2 160 000,118 091,р.86 000,р.224,"0,33%",384,"3,65%",14,"35,7%",5,6,р.6 143,381%,https://www.youtube.com/watch?t=401&v=cjsvYCUtq8k&feature=youtu.be,,,
2021,01.04.2021,апрель,Асафьев,Интеграция,SDA,analytics,237 000,226 046,р.100 000,р.407,"0,11%",246,"3,25%",8,"12,5%",1,3,р.12 500,65%,https://youtu.be/OOy0Jhhj9F8?t=416,,,asafev
2021,03.04.2021,апрель,MobileDeveloper,Интеграция,ANDR,Кодинг,,1 000,р.3 500,р.106,"3,30%",33,"0,00%",0,#DIV/0!,0,0,#DIV/0!,-100%,https://www.youtube.com/watch?v=BbrLgWsLZyU,,,
2021,06.04.2021,апрель,Pingvinus,Интеграция,ADMIN,Кодинг,46 000,48 000,р.10 000,р.43,"0,49%",233,"1,29%",3,"0,0%",0,3,р.3 333,1542%,https://www.youtube.com/watch?v=K45o0vr08AA#t=15s,,,
2021,03.04.2021,апрель,SeniorSoftwareVlogger,Интеграция,FPW,Кодинг,86 000,17 859,р.44 000,р.14 667,"0,02%",3,"33,33%",1,"0,0%",0,0,р.44 000,-100%,https://www.youtube.com/watch?v=jz0btfnwBZE,,,
2021,03.04.2021,апрель,Sonnyk,Интеграция,Gamedev,Кодинг,289 000,131 000,р.55 000,р.379,"0,11%",145,"2,07%",3,"0,0%",0,0,р.18 333,-100%,https://www.youtube.com/watch?v=RR7W610uIxM#t=00m43s,,,
2021,07.04.2021,апрель,КИК Обзор,преролл ,DSPR,Data science,1 000 000,145 000,р.56 000,р.280,"0,14%",200,"5,50%",11,"18,2%",2,3,р.5 091,221%,https://www.youtube.com/watch?v=aQpBUhCRWh0&t=79s,,,kikobzor
2021,07.04.2021,апрель,This Is Хорошо,Интеграция,линейка кодинга,Кодинг,5 710 000,262 616,р.132 000,р.436,"0,12%",303,"3,30%",10,"10,0%",1,2,р.13 200,-38%,https://www.youtube.com/watch?v=zuX8qJzGZTU,,,
2021,07.04.2021,апрель,Nellifornication,Интеграция,линейка кодинга,Кодинг,513 000,168 000,р.200 000,р.244,"0,49%",820,"2,20%",18,"16,7%",3,3,р.11 111,-5%,https://www.youtube.com/watch?v=3s_2kVcKDCw#t=03m05s,,,
2021,09.04.2021,апрель,Макаренков,Интеграция,HACKER,Кодинг,139 000,136000,р.66 000,р.120,"0,40%",549,"3,64%",20,"25,0%",5,6,р.3 300,519%,https://youtu.be/lfmgeFdvqyE?t=384,,,
2021,09.04.2021,апрель,Дизайн Интерьеров,Интеграция,INT,Дизайн,,,р.70 000,,,,,,#DIV/0!,0,0,#DIV/0!,-100%,https://youtu.be/tE0NjQcrAbw?t=317,,,
2021,09.04.2021,апрель,АНя Консервы ,Интеграция,GRAPH-ID,Дизайн,,,р.150 000,,,,,,#DIV/0!,0,0,#DIV/0!,-100%,https://youtu.be/v75KLBHL5mQ?t=58,,,
2021,09.04.2021,апрель,The Люди,Интеграция,DST,Data science,3 310 000,2 375 000,р.800 000,р.322,"0,10%",2 488,"3,90%",97,"9,3%",9,7,р.8 247,10%,https://youtu.be/lEAB2zeI5Co?t=1122,,,theludi
2021,11.04.2021,апрель,Анна Блок,Интеграция,FPW,Кодинг,40 000,9641,р.50 000,р.649,"0,80%",77,"3,90%",3,"0,0%",0,0,р.16 667,-100%,https://www.youtube.com/watch?v=oz_E5WLXTgY#t=02m13s,,,
2021,12.04.2021,апрель,Ольга Качанова ,Интеграция,INT,Дизайн,,,р.80 000,#DIV/0!,#DIV/0!,,#DIV/0!,,#DIV/0!,0,0,#DIV/0!,-100%,https://youtu.be/5RgTAlxduxI?t=188,,,
2021,12.04.2021,апрель,Максим Кац,Интеграция,SA,менеджмент,746000,128000,р.123 500,р.767,"0,13%",161,"6,83%",11,"18,2%",2,3,р.11 227,-6%,https://www.youtube.com/watch?v=cyH-bG68tOI,,,
2021,13.04.2021,апрель,Ксения Вострикова,Интеграция,INT,Дизайн,,,р.60 000,,,,,,#DIV/0!,0,0,,-100%,https://youtu.be/wG-DbNbMBkw?t=759,,,
2021,13.04.2021,апрель,Анастасия Булла,Интеграция,GRAPH,Дизайн,,,р.85 000,,,,,,#DIV/0!,0,0,,-100%,https://youtu.be/ZZ50ccs0gkw?t=276,,,
2021,14.04.2021,апрель,Пучков ,Интеграция,SDA,analytics,2200000,206 456,р.86 000,р.215,"0,19%",400,"3,00%",12,"25,0%",3,3,р.7 167,58%,https://www.youtube.com/watch?v=-8JbaqK9FaI,,,opergonlin
2021,14.04.2021,апрель,Nellifornication,Интеграция,UXS-NEW,Дизайн,,,р.214 000,,,,,,#DIV/0!,0,0,,-100%,https://youtu.be/SS9y-Uv5yJQ?t=109,,,
2021,16.04.2021,апрель,Петровна,Интеграция,PDPR3,менеджмент,26999,1117,р.6 500,р.382,"1,52%",17,"0,00%",,#DIV/0!,0,0,,-100%,https://www.youtube.com/watch?v=uTdeNZRXHaY,,,
2021,16.04.2021,апрель,Другая История,Интеграция,PDPR2,менеджмент,615000,186000,р.35 000,р.223,"0,08%",157,"1,91%",3,"33,3%",1,2,р.11 667,114%,https://www.youtube.com/watch?v=Z87ADITs3sk,,,
2021,16.04.2021,апрель,Миша инвестирует ,преролл ,DAPR,analytics,58 000,10000,р.21 200,р.1 060,"0,20%",20,"15,00%",3,"0,0%",0,0,,-100%,https://youtu.be/fsAvXUa1N8k?t=9,,,misha
2021,17.04.2021,апрель, Extreme Code,Интеграция,FR,Кодинг,184000,74000,р.70 000,р.113,"0,84%",622,"2,89%",18,"11,1%",2,2,р.3 889,13%,https://www.youtube.com/watch?v=pSdDK2_zu-U&t=83s,,,
2021,17.04.2021,апрель,Дмитрий Шамов,Интеграция,QAP,Кодинг,890000,38786,р.75 000,р.547,"0,35%",137,"5,84%",8,"0,0%",0,0,р.9 375,-100%,https://www.youtube.com/watch?v=s6TQ11Mnj2A#t=03m26s,,,
2021,18.04.2021,апрель,Krashher,Интеграция,Gamedev,Кодинг,21000,11150,р.15 957,р.131,"1,09%",122,"5,74%",7,"14,3%",1,2,р.2 280,351%,https://www.youtube.com/watch?v=3wWhkSnxdd4,,,
2021,18.04.2021,апрель,Кац,Интеграция,DST,Data science,750000,174000,р.123 500,р.225,"0,32%",549,"7,65%",42,"26,2%",11,7,р.2 940,659%,https://www.youtube.com/watch?v=GsY43T43WhQ&t=423s,,,maxkatz
