год,Дата,Месяц,Название,Формат,Тег (курс),Линейка,Подписчики,Охват Факт,Расход,CPC,СTR,Визиты Факт,С1 Факт,Заявки Факт,С2 Факт,Оплаты Факт,Доход,CPL,ROMI,Ссылка на размещение,,,
2020,13.09.2020,сентябрь,Maria Drobyshevskaia,Интеграция, GRAPH,Дизайн,132 000,30 238,р.18 000,р.25,"2,38%",719,"1,39%",10,"20,0%",2,3,р.1 800,644%,https://www.youtube.com/watch?v=A5Dvwofkv8c,,,
2020,13.09.2020,сентябрь,GoryashchiyeKlyuchi,Интеграция,DSPR,Data Science,822 000,404 544,р.190 000,р.1 188,"0,04%",160,"3,13%",5,"0,0%",0,0,р.38 000,-100%,https://youtu.be/A2aSj-_8dPU,,,
2020,13.09.2020,сентябрь,Варламов,Интеграция,PWS,Кодинг,18 300 000,577 287,р.570 000,р.748,"0,13%",762,"4,72%",36,"25,0%",9,7,р.15 833,0%,https://www.youtube.com/watch?v=gaMTD093uEg&t=1496s,,,
2020,15.09.2020,сентябрь,Читалочка,Интеграция,GRAPH, дизайн,164 000,42 000,р.12 500,р.39,"0,76%",318,"1,26%",4,"0,0%",,0,р.3 125,,https://www.youtube.com/watch?v=v8whTPu774k&feature=youtu.be,,,
2020,15.09.2020,сентябрь,Макс Пояснит,Интеграция,IOS,Кодинг,665000,39000,р.40 000,р.1 053,"0,10%",38,"7,89%",3,"0,0%",,0,р.13 333,,https://www.youtube.com/watch?v=NmfCjnN9JA8&ab_channel=MAX%D0%9F%D0%9E%D0%AF%D0%A1%D0%9D%D0%98%D0%A2,,,
2020,15.09.2020,сентябрь,Хауди Хо,Интеграция, PWS,Кодинг,1 310 000,108 000,р.80 000,р.127,"0,58%",630,"6,51%",41,"9,8%",4,4,р.1 951,226%,https://www.youtube.com/watch?v=fpKODiSHL24&feature=youtu.be,,,
2020,16.09.2020,сентябрь,Асафьев,Интеграция,IOS,Кодинг,170 000,248 000,р.60 000,р.105,"0,23%",570,"3,33%",19,"21,1%",4,4,р.3 158,340%,https://www.youtube.com/watch?v=4CHnWWwFeeI,,,
2020,19.09.2020,сентябрь,Кик Обзор,Интеграция,IOS,Кодинг,973 000,108 000,р.47 000,р.52,"0,84%",909,"5,50%",50,"2,0%",1,1,р.940,-27%,https://www.youtube.com/watch?v=ckXB-FS9ovY,,,
2020,19.09.2020,сентябрь,Химия Просто,Интеграция,PWS,Кодинг,463 000,91 000,р.110 000,р.414,"0,29%",266,"3,38%",9,"11,1%",1,2,р.12 222,-39%,https://www.youtube.com/watch?v=YAGOm9ci-jc,,,
2020,20.09.2020,сентябрь,Дмитрий Шаракоис,Интеграция,DAPR,Аналитика,79 000,37 000,р.100 000,р.606,"0,45%",165,"2,42%",4,"0,0%",,0,р.25 000,,https://www.youtube.com/watch?v=whYKjiWgz7A,,,
2020,20.09.2020,сентябрь,InvestFuture,Интеграция,DAPR,Аналитика,523 000,82 000,р.130 000,р.249,"0,64%",522,"9,77%",51,"5,9%",3,3,р.2 549,33%,https://www.youtube.com/watch?v=USwdG_nejxw&feature=youtu.be,,,
2020,20.09.2020,сентябрь,iling,Интеграция,ANDR,Кодинг,680 000,373 000,р.132 000,р.389,"0,09%",339,"5,90%",20,"5,0%",1,2,р.6 600,-52%,https://www.youtube.com/watch?v=XhW_BN69myE&t=441s,,,
2020,21.09.2020,сентябрь,СЕИН,Интеграция,PWS,Кодинг,134 000,33 000,р.26 000,р.228,"0,35%",114,"5,26%",6,"0,0%",0,0,р.4 333,,https://www.youtube.com/watch?v=tA0zR-PW0hE&feature=youtu.be&t=84,,,
2020,21.09.2020,сентябрь,seventeenines,Интеграция,INT,Дизайн,203 000,73 000,р.75 600,р.195,"0,53%",388,"2,84%",11,"27,3%",3,3,р.6 873,159%,https://www.youtube.com/watch?v=aMzOuybbqQE,,,
2020,22.09.2020,сентябрь,Кинокритика,Интеграция,MOTION,Дизайн,911 000,178 000,р.48 500,р.100,"0,27%",487,"1,23%",6,"0,0%",,0,р.8 083,,https://www.youtube.com/watch?v=YkP-f_Nyf04&feature=youtu.be,,,
2020,22.09.2020,сентябрь,Кац,Интеграция,DAPR,Аналитика,565 000,218 880,р.80 000,р.158,"0,23%",506,"7,91%",40,"10,0%",4,5,р.2 000,286%,https://youtu.be/Bf97g1ZTCYg,,,
2020,22.09.2020,сентябрь,Усачев,Интеграция,MOTION  MEDIA,Дизайн,2 390 000,1 290 000,р.350 000,р.50,"0,54%",7000,"1,79%",125,"32,0%",40,9,р.2 800,801%,https://www.youtube.com/watch?v=AwqWnG2ZofY,,,
2020,22.09.2020,сентябрь,Артемий Лебедев,Интеграция,MOTION WEBD MEDIA,Дизайн,530 000,462 000,р.350 000,р.160,"0,47%",2182,"1,74%",38,"21,1%",8,8,р.9 211,187%,https://www.youtube.com/watch?v=lmhRRgGKO9M,,,
2020,23.09.2020,сентябрь,Fury Drops,Интеграция,DSPR,Data Science,24 000,140 000,р.16 000,р.168,"0,07%",95,"4,21%",4,"25,0%",1,1,р.4 000,190%,https://www.youtube.com/watch?v=trgHxkBrx8A,,,
2020,23.09.2020,сентябрь,Асафьев,Интеграция,UXS,Дизайн,190 000,309 573,р.60 000,р.196,"0,10%",306,"3,92%",12,"0,0%",,0,р.5 000,,https://www.youtube.com/watch?v=w-xLmP4h_d4,,,
2020,25.09.2020,сентябрь,abvgat,Интеграция,PWS,Кодинг,195 000,161 335,р.65 000,р.278,"0,15%",234,"0,43%",1,"0,0%",0,0,р.65 000,,https://www.youtube.com/watch?v=mRn8MMan3bo,,,
2020,25.09.2020,сентябрь,Redroom,Интеграция,PM,Менеджмент,406 000,279 000,р.95 000,р.284,"0,12%",334,"7,78%",26,"15,4%",4,4,р.3 654,134%,https://www.youtube.com/watch?v=VxhvT99TD1o&feature=youtu.be&t=158,,,
2020,26.09.2020,сентябрь,Дизайн интерьера,Интеграция,INT,Дизайн,347 000,55 120,р.30 000,р.117,"0,47%",257,"1,17%",3,"33,3%",1,2,р.10 000,155%,https://www.youtube.com/watch?v=QNaP0uUUDPQ&feature=youtu.be,,,
2020,26.09.2020,сентябрь,Арт Бланш,Интеграция,GRAPH,Дизайн,116 000,70 000,р.35 000,р.1 000,"0,05%",35,,0,#DIV/0!,0,0,#DIV/0!,,https://www.youtube.com/watch?v=C3e_vrvsEhA,,,
2020,26.09.2020,сентябрь,ЖЗЛ с Дмитрием Быковым,Интеграция,DAPR,Аналитика,53 000,560 000,р.45 000,р.103,"0,08%",436,"6,19%",27,"7,4%",2,3,р.1 667,316%,https://www.youtube.com/watch?v=XgcIrKjl-8w&feature=youtu.be,,,
2020,26.09.2020,сентябрь,Dmitry Puchkov,Интеграция,DAPR,Аналитика,2 000 000,274 000,р.80 000,р.41,"0,72%",1967,"6,20%",122,"16,4%",20,8,р.656,1912%,https://www.youtube.com/watch?v=9rpxC9CJics&feature=youtu.be,,,
2020,27.09.2020,сентябрь,Better Voice,Интеграция,QAP,Кодинг,347 000,282 000,р.66 000,р.126,"0,19%",524,"8,40%",44,"2,3%",1,1,р.1 500,-33%,https://www.youtube.com/watch?v=k2lBHcednNE&feature=youtu.be,,,
2020,27.09.2020,сентябрь,MyGap,Интеграция,DSPR,Data Science,654 000,622 000,р.100 000,р.58,"0,28%",1732,"4,16%",72,"4,2%",3,4,р.1 389,148%,https://www.youtube.com/watch?v=NE2EVZr0bDU&feature=youtu.be,,,
2020,28.09.2020,сентябрь,утка в трендах,Интеграция,GAME DEV,Кодинг,215 000,900 000,р.60 000,р.359,"0,02%",167,"5,99%",10,"0,0%",0,0,р.6 000,,https://www.youtube.com/watch?v=5AWSPxzT5Bg&feature=youtu.be,,,
2020,28.09.2020,сентябрь,гараж 54,Интеграция,DAPR,Аналитика,3 320 000,266 000,р.100 000,р.284,"0,13%",352,"0,28%",1,"0,0%",0,0,р.100 000,,https://www.youtube.com/watch?v=OnLLDn2CXzo&feature=youtu.be,,,
2020,28.09.2020,сентябрь,Асафьев ,Интеграция,DAPR,Аналитика,812 000,426 000,р.150 000,р.102,"0,35%",1475,"4,95%",73,"5,5%",4,5,р.2 055,108%,https://www.youtube.com/watch?v=MfNUY8FAZ8U&feature=youtu.be,,,
2020,29.09.2020,сентябрь,PoleznyiBe,Интеграция,GAME DEV,Кодинг,2 870 000,578 000,р.55 000,р.114,"0,08%",484,"2,27%",11,"0,0%",0,0,р.5 000,,https://www.youtube.com/watch?v=I2-fEfuggMk,,,
2020,29.09.2020,сентябрь,Навигатор игрового мира,Интеграция,MOTION,Дизайн,329 000,124 000,р.60 000,р.149,"0,33%",404,"0,74%",3,"33,3%",1,2,р.20 000,31%,https://www.youtube.com/watch?v=NJY1e6jKpr4&feature=youtu.be&t=76,,,
2021,29.09.2020,сентябрь,Ютубер,Интеграция,QAP, Кодинг,1 920 000,141 000,р.70 000,р.308,"0,16%",227,"4,85%",11,"9,1%",1,2,р.6 364,-23%,https://www.youtube.com/watch?v=DbmczI8bkLQ&feature=youtu.be,,,
2020,30.09.2020,сентябрь,Кибербол,Интеграция,GAME DEV,Кодинг,300 000,31 700,р.25 000,р.610,"0,13%",41,"4,88%",2,"0,0%",0,0,р.12 500,,https://www.youtube.com/watch?v=IQHFipNx2WI,,,
2020,30.09.2020,сентябрь,Artifex,Интеграция,GRAPH, дизайн,552 000,400 000,р.50 000,р.238,"0,05%",210,"1,90%",4,"0,0%",0,0,р.12 500,,https://www.youtube.com/watch?v=BIU-xUKaESM&feature=youtu.be,,,
2020,30.09.2020,сентябрь,Асафьев ,Интеграция,DSPR,Data Science,182 000,231 000,р.60 000,р.124,"0,21%",485,"9,69%",47,"4,3%",2,4,р.1 277,294%,https://www.youtube.com/watch?v=6zIiflk51cQ,,,
2020,30.09.2020,сентябрь,Костя Андреев,Интеграция ,QAP,Кодинг,352 000,83 433,р.77 777,р.819,"0,11%",95,"5,26%",5,"0,0%",0,0,р.15 555,,https://www.youtube.com/watch?v=b-7tfNE-q8M,,,
2020,30.09.2020,сентябрь,Калинкин!,Интеграция,GRAPH,Дизайн,190 000,157 000,р.200 000,р.288,"0,44%",694,"2,31%",16,"25,0%",4,4,р.12 500,35%,https://www.youtube.com/watch?v=EgEavrTuvmA&feature=youtu.be,,,
2020,30.09.2020,сентябрь,Кшиштовский,Интеграция,DAPR,Аналитика,551 000,181 000,р.204 301,р.73,"1,55%",2798,"2,61%",73,"12,3%",9,7,р.2 799,275%,https://www.youtube.com/watch?v=OVVASFAJ1cw&feature=youtu.be,,,
2020,03.10.2020,октябрь,Scammer,Интеграция,PWS,Кодинг,228 000,114 991,р.75 400,р.373,"0,18%",202,"7,43%",15,"13,3%",2,2,р.5 027,32%,https://youtu.be/WlNSyj46Czg ,,,
2020,03.10.2020,октябрь,Люди PRO,Интеграция,DAPR,Аналитика,246 000,155 238,р.174 000,р.250,"0,45%",695,"3,02%",21,"4,8%",1,1,р.8 286,-73%,https://www.youtube.com/watch?v=yxEWInqD764&feature=youtu.be,,,
2020,05.10.2020,октябрь,Кик Обзор,Интеграция,GO,Кодинг,973 000,277 202,р.47 000,р.166,"0,10%",283,"4,59%",13,"0,0%",0,0,р.3 615,,https://www.youtube.com/watch?v=P52eZUr77lE,,,
2020,05.10.2020,октябрь,Ольга Kачанова,Интеграция,INT,Дизайн,392 000,102 981,р.70 000,р.187,"0,36%",375,"1,33%",5,"40,0%",2,3,р.14 000,94%,https://www.youtube.com/watch?v=0RAKOh95n4k&app=desktop,,,
2020,05.10.2020,октябрь,Надежда Стрелец,Интеграция,INT,Дизайн,81 000,589 037,р.170 000,р.281,"0,10%",606,"1,98%",12,"25,0%",3,3,р.14 167,17%,https://www.youtube.com/watch?feature=youtu.be&v=zWVuH2HAzvA&app=desktop,,,
2020,06.10.2020,октябрь,JGeek,Интеграция,PHPDEV,Кодинг,675 000,150 443,р.85 000,р.1 090,"0,05%",78,"5,13%",4,"0,0%",0,0,р.21 250,0%,https://www.youtube.com/watch?v=ntAv9QOpj-E,,,
2020,06.10.2020,октябрь,Сталин Гулаг,Интеграция,DSPR,Data Science,247 000,195 706,р.190 000,р.607,"0,16%",313,"3,19%",10,"0,0%",0,0,р.19 000,,https://www.youtube.com/watch?v=8zdlb7UorfE&feature=youtu.be&t=250,,,
2020,06.10.2020,октябрь,Редакция,Интеграция,DSPR,Data Science,1 555 000,3 000 000,р.575 000,р.288,"0,07%",2000,"18,85%",377,"3,4%",13,8,р.1 525,140%,https://www.youtube.com/watch?v=QZh0ftH9irY&t=4s,,,
2020,08.10.2020,октябрь,Энциклоп,Интеграция,DAPR,Аналитика,243 000,251 615,р.83 650,р.138,"0,24%",605,"3,47%",21,"9,5%",2,3,р.3 983,82%,https://www.youtube.com/watch?v=pLNZtA2a4CM,,,
2020,09.10.2020,октябрь,Space Room,Интеграция,DSPR,Data Science,81 000,21 740,р.15 000,р.203,"0,34%",74,"2,70%",2,"0,0%",0,0,р.7 500,,https://www.youtube.com/watch?v=-Be1D_EhGHs&feature=youtu.be,,,
2020,10.10.2020,октябрь,Ленча,Интеграция,GRAPH,дизайн,88 000,80 789,р.15 000,р.44,"0,42%",343,"1,46%",5,"0,0%",0,0,р.3 000,,https://www.youtube.com/watch?v=ICAJiU5E_mA,,,
2020,11.10.2020,октябрь,Бебей,Интеграция,MOTION,дизайн,442 000,309 753,р.65 000,р.121,"0,17%",537,"0,93%",5,"40,0%",2,3,р.13 000,146%,https://www.youtube.com/watch?v=rjkno51bOsE&t=1s,,,
2020,11.10.2020,октябрь,Асафьев,Интеграция,SA, Менеджмент,187 000,212 000,р.80 000,р.323,"0,12%",248,"3,63%",9,"0,0%",0,0,р.8 889,,https://www.youtube.com/watch?v=tqzbWTCRCXg,,,
2020,11.10.2020,октябрь,Креосан,Интеграция, PWS,Кодинг,4 020 000,2 082 062,р.250 000,р.139,"0,09%",1795,"2,67%",48,"2,1%",1,2,р.5 208,-64%,https://www.youtube.com/watch?v=XGadEQg88Ts,,,
2020,11.10.2020,октябрь,Варламов,Интеграция,DSPR,Data Science,1 800 000,853 204,р.380 000,р.732,"0,06%",519,"3,47%",18,"0,0%",0,0,р.21 111,,https://www.youtube.com/watch?v=Zv-5rKhv_Z8&t=38s,,,
2020,14.10.2020,октябрь,GEO,Интеграция,PWS,Кодинг,513 000,448 750,р.165 000,р.290,"0,13%",569,"4,39%",25,"0,0%",0,0,р.6 600,,https://www.youtube.com/watch?v=gPeFW5vQkK4,,,
2020,16.10.2020,октябрь,Longplay,Интеграция,QAP,Кодинг,151 000,203 402,р.100 000,р.178,"0,28%",563,"5,51%",31,"3,2%",1,2,р.3 226,-37%,https://www.youtube.com/watch?v=W_lQn8SHQko,,,
2020,16.10.2020,октябрь,Alex Gyver,Интеграция,PWS,Кодинг,1 830 000,151 767,р.160 000,р.273,"0,39%",587,"4,43%",26,"15,4%",4,4,р.6 154,53%,https://www.youtube.com/watch?v=RmHGSq6rbKA,,,
2020,16.10.2020,октябрь,РEOPLETALK TV,Интеграция,INT,Дизайн,197 000,341 599,р.200 000,р.1 515,"0,04%",132,"3,03%",4,"25,0%",1,2,р.50 000,-64%,https://www.youtube.com/watch?v=GEX7DxBNTSg,,,
2020,17.10.2020,октябрь,Другая История,Интеграция,PWS,Кодинг,475000,358762,р.35 000,р.122,"0,08%",287,"5,23%",15,"0,0%",0,0,р.2 333,,https://www.youtube.com/watch?v=lmMXVz52eFg&t=1s,,,
2020,17.10.2020,октябрь,PRO TECH,Интеграция,IOS,Кодинг,438000,96944,р.51 600,р.257,"0,21%",201,"3,48%",7,"14,3%",1,2,р.7 371,47%,https://www.youtube.com/watch?v=FsAh6XusWs8,,,
2020,17.10.2020,октябрь,Anna Lomakina,Интеграция, GRAPH,Дизайн,374000,27000,р.60 000,р.63,"3,51%",949,"1,48%",14,"21,4%",3,4,р.4 286,245%,https://www.youtube.com/watch?v=khZSmIm5XB4&t=330s,,,
2020,18.10.2020,октябрь,Dmitry Puchkov,Интеграция,PWS,Кодинг,2 000 000,237 646,р.80 000,р.60,"0,56%",1330,"2,18%",29,"20,7%",6,5,р.2 759,368%,https://www.youtube.com/watch?v=tfYaeaL9zRw&feature=youtu.be&t=320,,,
2020,20.10.2020,октябрь,RationalAnswer,Интеграция,SA, Менеджмент,10 700,10 250,р.25 000,р.676,"0,36%",37,"2,70%",1,"0,0%",0,0,р.25 000,,https://www.youtube.com/watch?v=1NvBb9busBQ&t=214s,,,
2020,20.10.2020,октябрь,Соколов,Интеграция,GAME DEV,Кодинг,1 120 000,160 555,р.110 000,р.295,"0,23%",373,"0,80%",3,"33,3%",1,2,р.36 667,-20%,https://www.youtube.com/watch?v=PXqqJVTWQeA&feature=youtu.be,,,
2020,20.10.2020,октябрь,Асафьев,Интеграция,GO,Кодинг,845 000,298 000,р.200 000,р.138,"0,49%",1453,"3,51%",51,"15,7%",8,7,р.3 922,218%,https://www.youtube.com/watch?v=dor3ukiycOk,,,
2020,20.10.2020,октябрь,Вася на сене,Интеграция,DSPR,Data Science,956 000,386 615,р.250 000,р.749,"0,09%",334,"2,40%",8,"0,0%",0,0,р.31 250,,https://www.youtube.com/watch?v=ugefega3AyE,,,
2020,21.10.2020,октябрь,Олеша,Интеграция,PWS,Кодинг,434 000,204 869,р.45 000,р.164,"0,13%",274,"1,82%",5,"0,0%",0,0,р.9 000,,https://www.youtube.com/watch?v=mD6OkWvBgKs&feature=youtu.be,,,
2020,22.10.2020,октябрь,Череватенко,Интеграция,FPW,Кодинг,216 000,427 000,р.45 980,р.267,"0,04%",172,"3,49%",6,"0,0%",0,0,р.7 663,,https://www.youtube.com/watch?v=YHargz2Jmkw&feature=youtu.be&t=128,,,
2020,22.10.2020,октябрь,Движнов,Интеграция,DAPR,Аналитика,492 000,197 000,р.193 000,р.689,"0,14%",280,"3,57%",10,"0,0%",0,0,р.19 300,,https://www.youtube.com/watch?v=AZqg8R64DkQ,,,
2020,22.10.2020,октябрь,А поговорить,Интеграция,DSPR,Data Science,1 370 000,2 500 000,р.700 000,р.176,"0,16%",3981,"4,22%",168,"7,7%",13,8,р.4 167,103%,https://www.youtube.com/watch?v=xYMvz4uVLlc&feature=youtu.be&t=560,,,
2020,24.10.2020,октябрь,Макаренков,Интеграция,GAME DEV,Кодинг,132 000,214 632,р.66 000,р.74,"0,41%",890,"2,58%",23,"30,4%",7,7,р.2 870,861%,https://www.youtube.com/watch?v=wQHMf6N-QLs,,,
2020,24.10.2020,октябрь,Snailkick,Интеграция,DSPR,Data Science,2 280 000,453 000,р.225 000,р.124,"0,40%",1821,"1,92%",35,"0,0%",0,0,р.6 429,,https://www.youtube.com/watch?v=lnQlrSPYGR8,,,
2020,24.10.2020,октябрь,Петя любит выпить,Интеграция,GRAPH,Дизайн,,112 495,р.225 000,р.806,"0,25%",279,"2,15%",6,"16,7%",1,2,р.37 500,,https://www.youtube.com/watch?v=Pq2WiAyEHh0,,,
2020,25.10.2020,октябрь,Председатель СНТ,Интеграция,DAPR,Аналитика,357 000,211 000,р.50 000,р.259,"0,09%",193,"7,25%",14,"0,0%",0,0,р.3 571,,https://www.youtube.com/watch?v=3WZJv7UOEsA&feature=youtu.be,,,
2020,26.10.2020,октябрь,Женя Давай,Интеграция,PM, Менеджмент,87 000,82 800,р.146 809,р.186,"0,95%",790,"1,39%",11,"0,0%",0,0,р.13 346,,https://www.youtube.com/watch?v=zTxjM0A8Zb8,,,
2020,27.10.2020,октябрь,Seniorsoftwarevlogger,Интеграция,JAVA,Кодинг,85 500,32 000,р.30 000,р.233,"0,40%",129,"2,33%",3,"0,0%",0,0,р.10 000,-100%,https://www.youtube.com/watch?v=3fdWmQ4tWd0,,,
2020,27.10.2020,октябрь,redroom,Интеграция,DAPR,Аналитика,427 000,176 424,р.95 000,р.203,"0,26%",467,"7,92%",37,"8,1%",3,4,р.2 568,155%,https://www.youtube.com/watch?v=xcWlo-WjzrI&feature=youtu.be&t=302,,,
2020,27.10.2020,октябрь,КУБ,Интеграция,DAPR,Аналитика,746 000,165 380,р.200 000,р.1 130,"0,11%",177,"2,26%",4,"0,0%",0,0,р.50 000,,https://www.youtube.com/watch?v=0jbBnC0k_-E&feature=youtu.be&t=353,,,
2020,28.10.2020,октябрь,Асафьев (довнести),Интеграция, PWS,Кодинг,204 000,234 462,р.80 000,р.217,"0,16%",368,"2,45%",9,"55,6%",5,5,р.8 889,340%,https://www.youtube.com/watch?v=7WLQA2A_YSc,,,
2020,28.10.2020,октябрь,This is хорошо,Интеграция,QAP,Кодинг,5 730 000,326 290,р.130 000,р.278,"0,14%",467,"4,71%",22,"4,5%",1,2,р.5 909,-37%,https://www.youtube.com/watch?v=g4mLTICIXwQ&feature=youtu.be,,,
2020,29.10.2020,октябрь,Кент,Интеграция, PWS,Кодинг,21 000,21 228,р.35 000,р.220,"0,75%",159,"3,14%",5,"0,0%",0,0,р.7 000,-100%,https://www.youtube.com/watch?v=-SlId4gg1fo&feature=youtu.be&ab_channel=%D0%9A%D0%95%D0%9D%D0%A2%D0%98%D0%97%D0%90%D0%9C%D0%95%D0%A0%D0%98%D0%9A%D0%98,,,
2020,29.10.2020,октябрь,ЖЗЛ с Дмитрием Быковым,Интеграция,PDPR, Менеджмент,91 000,177 263,р.75 000,р.452,"0,09%",166,"27,11%",45,"2,2%",1,2,р.1 667,21%,https://www.youtube.com/watch?v=zWjAAlw50Ns,,,
2020,29.10.2020,октябрь,Starikova T.V.,Интеграция,MOTION,Дизайн,277 000,121 537,р.160 000,р.223,"0,59%",719,"1,95%",14,"21,4%",3,4,р.11 429,60%,https://www.youtube.com/watch?v=Q4vjhCCD9bg&feature=youtu.be,,,
2020,29.10.2020,октябрь,DrKru,Интеграция,WBDS,Дизайн,338 000,172 088,р.182 553,р.379,"0,28%",482,"0,41%",2,"0,0%",0,0,р.91 277,-100%,https://www.youtube.com/watch?v=X6KT7GyQLU0&feature=youtu.be,,,
2020,29.10.2020,октябрь,katyakonasova,Интеграция,MOTION,Дизайн,1 000 000,565 827,р.403 723,р.178,"0,40%",2 272,"1,50%",34,"17,6%",6,7,р.11 874,26%,https://www.youtube.com/watch?v=n4dcKmii67k&feature=youtu.be,,,
2020,30.10.2020,октябрь,Краткая история,Интеграция,МEDIA,Дизайн,490 000,80 695,р.61 710,р.1 505,"0,05%",41,"0,00%",0,#DIV/0!,0,0,#DIV/0!,-100%,https://www.youtube.com/watch?v=n2r0PivBi1k&feature=youtu.be,,,
2020,30.10.2020,октябрь,"Женя, давай!",Интеграция,GRAPH,Дизайн,877 000,87 408,р.146 809,р.303,"0,55%",485,"2,47%",12,"25,0%",3,4,р.12 234,52%,https://www.youtube.com/watch?v=1HTr23oVh-E,,,
2020,30.10.2020,октябрь,Marina Mogilko,Интеграция,PM, Менеджмент,1 240 000,129 000,р.320 000,р.613,"0,40%",522,"13,41%",70,"7,1%",5,5,р.4 571,15%,https://www.youtube.com/watch?v=GQyZDZVIci4&feature=youtu.be,,,
2020,31.10.2020,октябрь,Designing Lab,Интеграция,JAVA,Кодинг,22 700,24 565,р.16 500,р.351,"0,19%",47,"0,00%",0,#DIV/0!,0,0,#DIV/0!,-100%,https://www.youtube.com/watch?v=LVCiMaAt6D4&feature=youtu.be,,,
2020,31.10.2020,октябрь,Nitroxsenys,Интеграция, PWS,Кодинг,238 000,35 000,р.54 945,р.470,"0,33%",117,"2,56%",3,"0,0%",0,0,р.18 315,-100%,https://www.youtube.com/watch?v=CKyEiUdeMxE&feature=youtu.be&t=52,,,
2020,31.10.2020,октябрь,Стремный Обзор,Интеграция,QAP,Кодинг,522 000,53 684,р.65 000,р.1 032,"0,12%",63,"3,17%",2,"0,0%",0,0,р.32 500,-100%,https://www.youtube.com/watch?v=QWmrpCxD9m0,,,
2020,31.10.2020,октябрь,Рома Гений,Интеграция,GRAPH,Дизайн,189 000,95 893 ,р.84 000,р.689,"0,13%",122,"1,64%",2,"0,0%",0,0,р.42 000,-100%,https://www.youtube.com/watch?v=DxoBzo2QJN4,,,
2020,31.10.2020,октябрь,Dmitry Puchkov,Интеграция,HACKER,Кодинг,2 000 000,172 471,р.95 000,р.99,"0,55%",957,"4,91%",47,"23,4%",11,7,р.2 021,847%,https://www.youtube.com/watch?v=noKphYFBlxc&feature=youtu.be,,,
2020,31.10.2020,октябрь,Максим Кац,Интеграция,MEDIA,Дизайн,622 000,300 501,р.130 000,р.149,"0,29%",870,"4,02%",35,"40,0%",14,3,р.3 714,33%,https://www.youtube.com/watch?v=QW528oPrbJA,,,
2020,02.11.2020,ноябрь,Асафьев 2,Интеграция,QAP,Кодинг,852 000,632 000,р.200 000,р.94,"0,34%",2 131,"3,99%",85,"15,3%",13,7,р.2 353,209%,https://www.youtube.com/watch?v=GAEdWqST3X8&feature=youtu.be,,,
2020,04.11.2020,ноябрь,Хауди Хо,Интеграция, PWS,Кодинг,1 270 000,85 000,р.40 000,р.53,"0,89%",758,"8,31%",63,"4,8%",3,3,р.635,268%,https://www.youtube.com/watch?v=7Mty2XGYD3k&feature=youtu.be,,,
2020,05.11.2020,ноябрь,Hanson,Интеграция, PWS,Кодинг,194 000,294 000,р.50 000,р.323,"0,05%",155,"3,23%",5,"0,0%",0,0,р.10 000,-100%,https://www.youtube.com/watch?v=_ah_2qRg-nU&feature=youtu.be,,,
2020,07.11.2020,ноябрь,Каково?!,Интеграция,DAPR,Аналитика,114 000,138 000,р.80 000,р.1 667,"0,03%",48,"6,25%",3,"0,0%",,0,р.26 667,-100%,https://www.youtube.com/watch?v=CweQfKk9JwI&t=38s,,,
2020,07.11.2020,ноябрь,Longplay,Интеграция,DSPR,Data Science,161 000,115 000,р.151 000,р.270,"0,49%",560,"2,86%",16,"6,3%",1,3,р.9 438,-17%,https://www.youtube.com/watch?v=HUCvSzP7D0I,,,
2020,10.11.2020,ноябрь,Seniorsoftwarevlogger,Интеграция,ANDR,Кодинг,86 000,28 000,р.32 000,р.137,"0,83%",233,"2,15%",5,"0,0%",,0,р.6 400,-100%,https://youtu.be/ee5B1msdHfQ,,,
2020,10.11.2020,ноябрь,Павел Перец,Интеграция,MEDIA,Дизайн,207 000,38 000,р.45 000,р.287,"0,41%",157,"2,55%",4,"25,0%",1,2,р.11 250,96%,https://www.youtube.com/watch?v=CWDc3gOO4wU,,,
2020,11.11.2020,ноябрь,Ютубер,Интеграция, PWS,Кодинг,1 910 000,187 000,р.77 000,р.286,"0,14%",269,"1,49%",4,"0,0%",,0,р.19 250,-100%,https://www.youtube.com/watch?v=K5tY8f4tL8g&feature=youtu.be,,,
2020,11.11.2020,ноябрь,Асафьев,Интеграция,GAME DEV,Кодинг,196 000,217 000,р.80 000,р.210,"0,18%",381,"1,84%",7,"28,6%",2,3,р.11 429,123%,https://www.youtube.com/watch?v=wl9mQVJb1-k,,,
2020,11.11.2020,ноябрь,Канал Лучкова,Интеграция,ANDR,Кодинг,372 000,221 648,р.108 900,р.197,"0,25%",554,"4,51%",25,"0,0%",0,0,р.4 356,-100%,https://www.youtube.com/watch?v=XuhVNQLDUGU&feature=youtu.be,,,
2020,11.11.2020,ноябрь,Булкин,Интеграция,QAP,Кодинг,412 000,260 000,р.210 000,р.925,"0,09%",227,"4,85%",11,"0,0%",,0,р.19 091,-100%,https://www.youtube.com/watch?v=JIs7NawnlQ0&feature=youtu.be,,,
2020,13.11.2020,ноябрь,EVG,Интеграция,ANDR,Кодинг,600 000,101 000,р.40 000,р.331,"0,12%",121,"1,65%",2,"0,0%",,0,р.20 000,-100%,https://www.youtube.com/watch?v=raZC0QwQZqI,,,
2020,14.11.2020,ноябрь,Максим Кац,Интеграция,PL, Менеджмент,636 000,259 000,р.123 500,р.371,"0,13%",333,"5,71%",19,"21,1%",4,5,р.6 500,154%,https://www.youtube.com/watch?v=xnxbeVZuKXs,,,
